2016-01-23 10:26:04,465 [Worker-4] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:04,466 [Worker-4] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/main/resources
2016-01-23 10:26:04,468 [Worker-4] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:04,469 [Worker-4] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/test/resources
2016-01-23 10:26:19,729 [Worker-8] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.mes.c3rm.paas:res-mgr:1.0 @ /home/mes/dev/git-sources/c3rm/paas-rm/res-mgr/pom.xml.
2016-01-23 10:26:19,977 [Worker-8] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.mes.c3rm:res-web:1.0 @ /home/mes/dev/git-sources/c3rm/paas-rm/res-web/pom.xml.
2016-01-23 10:26:20,544 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-01-23 10:26:20,545 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-mgr/src/main/resources
2016-01-23 10:26:20,546 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-01-23 10:26:20,546 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-mgr/src/test/resources
2016-01-23 10:26:20,742 [Worker-8] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:20,742 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/main/resources
2016-01-23 10:26:20,744 [Worker-8] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:20,744 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/test/resources
2016-01-23 10:26:22,550 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-01-23 10:26:22,550 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-mgr/src/main/resources
2016-01-23 10:26:22,552 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-01-23 10:26:22,552 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-mgr/src/test/resources
2016-01-23 10:26:22,598 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:22,598 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/main/resources
2016-01-23 10:26:22,599 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:22,600 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/test/resources
2016-01-23 10:26:36,564 [Worker-9] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.mes.c3rm.paas:res-web:1.0 @ /home/mes/dev/git-sources/c3rm/paas-rm/res-web/pom.xml.
2016-01-23 10:26:37,724 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:37,724 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/main/resources
2016-01-23 10:26:37,726 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:37,726 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/test/resources
2016-01-23 10:26:37,726 [Worker-9] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of res-web
2016-01-23 10:26:37,726 [Worker-9] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for res-web
2016-01-23 10:26:37,731 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:39,158 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:39,158 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/main/resources
2016-01-23 10:26:39,159 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-01-23 10:26:39,160 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/mes/dev/git-sources/c3rm/paas-rm/res-web/src/test/resources
2016-01-23 10:27:10,027 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
